120-1,1 sigma,120-2,1 sigma,300-1,1 sigma,300-2,1 sigma,600-1,1 sigma,600-2,1 sigma,1200-1,1 sigma,1200-2,1 sigma
,,,,,,,,1304.384165,69.22164928,1401.832512,42.50710262,1025.675709,7.829255418,1038.412627,7.172649417
,,,,,,,,1315.293325,37.8330199,1402.307947,26.99859159,1025.847533,7.213356648,1038.582639,6.083164563
,,,,,,,,1317.614138,30.21347084,1407.554132,33.7846657,1026.15374,8.576136667,1039.038154,7.434876757
,,,,,,,,1318.098249,61.98649778,1414.238205,28.33957668,1026.24369,8.132993514,1039.517443,8.730040352
,,,,,,,,1335.406535,18.74647726,1414.928874,25.78659246,1026.517959,4.393170735,1040.641171,7.955001797
,,,,,,,,1346.094141,32.25114784,1415.114779,20.54460556,1026.829412,9.809792222,1041.148828,9.654708602
,,,,,,,,1349.389887,14.71855186,1420.037821,59.21052271,1027.069765,8.417726878,1041.217411,8.678361548
,,,,,,,,1355.116468,137.2492006,1420.150102,14.81433852,1027.947098,7.212717972,1041.303494,7.346686497
,,,,,,,,1357.853662,77.67261272,1424.544254,41.97074591,1028.011881,6.843276839,1041.336806,7.012914347
,,,,,,,,1361.38918,38.28709766,1426.203386,16.11259808,1028.315723,6.449670688,1041.644388,15.68351744
,,,,,,,,1376.737481,18.18941473,1428.853348,85.19351715,1028.350814,7.605781319,1042.558915,14.86470882
,,,,,,,,1383.062478,17.7660395,1429.58948,21.19054381,1029.312112,8.838400364,1042.709903,6.717353394
,,,,,,,,1393.521602,24.75469473,1430.809752,12.2242843,1029.316255,7.057684831,1042.804822,9.477253546
,,,,,,,,1396.193985,49.40326523,1433.404379,39.1863586,1029.748719,8.31100943,1043.216655,7.378235589
,,,,,,,,1398.409821,37.36438703,1435.848057,24.08201157,1029.906194,5.659355804,1044.007927,8.212113569
,,,,,,,,1398.939882,29.19787501,1435.964501,94.13135917,1031.210971,18.03362009,1044.185049,7.356816667
,,,,,,,,1403.860255,39.31551728,1442.652803,19.62993,1031.407262,7.145244825,1044.20147,7.958859585
,,,,,,,,1405.213722,44.26532683,1443.563953,28.89540265,1032.961089,7.397303409,1044.230669,6.088751497
,,,,,,,,1411.207993,18.65533383,1443.666414,53.05878658,1033.075253,8.59596425,1046.75395,20.72034936
,,,,,,,,1419.042307,36.6249549,1444.454156,19.94279314,1034.88097,6.252558985,1046.888096,5.795424377
,,,,,,,,1419.073039,91.42281578,1445.130085,40.28225,1035.315595,6.820950077,1046.944982,6.151798635
,,,,,,,,1420.188815,14.38890699,1446.768163,10.45166809,1035.480943,12.18769101,1046.988469,6.012714018
,,,,,,,,1422.609894,36.96076273,1455.721474,14.76587731,1035.616363,9.125527799,1047.307392,8.860634236
,,,,,,,,1424.069056,13.86637962,1457.004558,71.84729617,1036.042053,9.783552738,1047.624689,16.80438766
,,,,,,,,1425.739882,47.07937821,1458.944245,16.76848053,1036.736317,6.756168226,1047.745081,10.14314309
,,,,,,,,1425.975775,21.01972476,1461.895194,66.30685967,1036.770255,10.52522548,1048.355774,7.950374688
,,,,,,,,1426.328712,22.72521151,1465.807296,14.03717322,1038.311717,6.709097429,1048.389433,8.146735835
,,,,,,,,1426.807194,27.87471227,1471.294449,31.35911817,1038.478737,6.108162603,1048.566515,6.733025373
,,,,,,,,1429.169378,19.81676133,1474.082666,58.13219779,1038.658891,5.934303425,1048.879827,7.624233001
,,,,,,,,1429.795019,13.64286749,1475.69969,11.95523794,1038.712198,6.532123041,1048.967201,9.027664459
,,,,,,,,1430.624843,16.07857491,1481.729129,43.57842494,1039.482791,5.825708615,1049.322287,7.607962168
,,,,,,,,1432.044771,19.4313083,1483.263249,18.74651645,1040.768048,6.996188448,1049.834333,7.182279077
,,,,,,,,1432.076387,22.22894288,1484.642864,18.04277219,1040.922218,17.12945741,1050.032164,10.91806495
,,,,,,,,1434.768767,17.74336342,1492.279486,38.36355827,1041.043106,5.898846002,1050.612521,6.98341034
,,,,,,,,1434.928301,16.85360065,1498.872108,52.53066922,1041.189853,19.68783612,1051.537371,8.199537648
,,,,,,,,1435.964679,40.18761848,1502.797908,27.4015872,1041.526145,6.659080331,1052.057333,8.963191129
,,,,,,,,1437.202322,39.79892984,1514.505407,50.56399734,1041.563872,7.028724345,1053.143063,8.578761526
,,,,,,,,1440.292429,32.9209082,1516.452738,60.78623669,1042.173414,6.100375055,1053.632386,7.717242571
,,,,,,,,1440.837366,20.49196939,1554.351277,12.84050318,1042.949213,21.49098008,1054.083586,11.72519494
,,,,,,,,1441.019396,26.50441371,1554.541577,14.43194322,1043.801364,6.694739297,1054.822706,9.544188641
,,,,,,,,1441.390316,37.75342962,1560.572603,29.35252523,1043.88133,6.107870358,1054.828745,6.226947554
,,,,,,,,1442.382421,22.97849152,1585.089079,29.12138675,1043.993912,6.129104841,1055.433803,6.105333054
,,,,,,,,1442.659328,89.46946337,1597.521535,25.20845906,1044.195797,9.845736214,1055.661762,14.82759341
,,,,,,,,1443.232868,18.99640694,1599.286982,26.62950303,1044.292708,8.148353933,1055.929983,5.745947207
,,,,,,,,1444.103804,41.36220711,1602.97623,30.96738991,1044.497734,8.940462641,1056.133153,7.163677883
,,,,,,,,1448.257602,15.73737676,1605.22869,36.65279941,1044.989795,6.213591926,1057.066331,8.247139773
,,,,,,,,1448.737565,15.5793013,1610.498225,19.09252332,1047.317266,8.415726058,1057.559791,7.98054695
,,,,,,,,1449.019456,16.17862078,1626.086464,52.22007235,1047.600634,12.01582586,1058.516314,8.012951332
,,,,,,,,1449.203711,30.56287429,1626.25246,20.64859833,1048.067634,7.751787473,1058.614113,9.111355595
,,,,,,,,1451.558221,19.37748295,1627.991914,153.7914732,1048.765667,6.58479043,1059.050601,7.328291207
,,,,,,,,1451.818047,33.38581235,1628.442742,49.31214514,1048.823647,8.559999721,1059.107187,7.872480573
,,,,,,,,1452.23342,21.87733048,1629.483312,16.61707545,1049.994863,8.892828665,1059.332103,6.577060917
,,,,,,,,1452.608912,14.4853851,1632.747428,35.76194475,1051.489863,8.742709711,1059.438663,6.659521625
,,,,,,,,1453.243582,24.63981094,1633.756426,19.46126022,1051.716072,11.67439243,1059.547774,7.240883227
,,,,,,,,1454.69277,22.30356146,1643.552249,12.37682851,1052.67173,6.899935893,1059.828467,6.821718838
,,,,,,,,1455.033194,24.83617847,1643.824288,18.47021793,1052.707752,7.784580021,1059.931753,6.770534485
,,,,,,,,1455.893969,26.19316255,1649.439614,12.89470755,1052.836334,7.248727881,1060.041108,15.2272343
,,,,,,,,1458.831923,24.12766697,1650.066117,16.65777585,1053.802247,13.13303571,1060.095636,7.619226972
,,,,,,,,1460.059984,15.04244857,1653.580132,18.3049774,1054.022631,8.359869773,1060.178898,6.571456849
,,,,,,,,1462.430092,47.79651767,1655.433998,18.46183439,1054.307486,6.457704759,1060.924655,11.68777837
,,,,,,,,1466.441211,22.84605264,1660.589595,22.27800148,1054.486567,6.296576743,1060.96853,6.606896234
,,,,,,,,1468.313772,28.98066873,1666.267587,16.39291731,1055.970277,10.65337446,1061.56722,7.126822637
,,,,,,,,1470.188525,33.31274138,1670.946864,38.03582194,1056.199153,9.854621843,1061.578344,7.515169002
,,,,,,,,1475.309639,74.76844356,1697.2852,17.59211585,1056.558648,8.674643981,1062.503014,11.94416445
,,,,,,,,1478.246824,25.24611262,1700.779686,23.06316125,1057.786911,11.28169638,1063.554768,7.164038831
,,,,,,,,1480.936574,32.47039418,1702.167212,18.55256066,1057.826426,9.731439208,1064.294229,7.601174533
,,,,,,,,1492.074233,56.22008792,1702.634359,14.00291466,1057.96619,9.557050886,1064.664932,10.04026527
,,,,,,,,1498.488819,13.18774723,1713.303548,53.71404953,1057.995056,7.295016942,1065.660726,7.812160081
,,,,,,,,1503.223936,30.57251693,1725.909146,21.15880129,1058.6913,6.711166783,1066.353811,7.229013018
,,,,,,,,1505.476062,17.72325072,1739.110664,16.6527757,1058.911175,5.763255411,1066.738298,12.17408253
,,,,,,,,1520.853542,56.9396676,1742.489124,15.15598592,1059.068531,7.020550011,1066.905369,18.35814959
,,,,,,,,1530.91994,30.53722073,1746.43078,15.51132591,1059.558547,7.645952141,1067.410523,11.03082915
,,,,,,,,1544.69526,131.8414019,1749.301544,10.7120044,1059.748621,10.44097097,1067.507513,10.17329982
,,,,,,,,1548.180849,50.68658882,1754.840296,13.64278861,1060.016982,8.45175627,1067.647581,9.083022754
,,,,,,,,1579.937131,118.7789825,1763.230182,26.64194035,1060.216875,6.933771173,1068.881938,6.905380247
,,,,,,,,1607.336311,28.02208017,1763.931694,18.97625352,1060.239409,6.794332252,1069.024712,7.420995581
,,,,,,,,1608.98106,55.07379725,1771.371576,12.94190149,1060.722799,8.109332485,1069.246535,6.608460879
,,,,,,,,1627.242287,24.09947494,1781.394912,19.17277121,1061.023936,9.240402939,1069.932765,9.168379459
,,,,,,,,1628.130151,16.39267121,1787.648535,47.35205978,1061.546912,6.902181908,1070.421482,6.144628574
,,,,,,,,1628.81086,21.44037225,1790.215024,27.14557167,1061.798114,7.884594118,1070.695736,12.09538727
,,,,,,,,1631.346054,33.55404479,1800.102301,14.81407162,1062.158379,9.873949611,1071.357728,7.128765867
,,,,,,,,1649.372352,14.50849442,1802.428522,14.28853683,1062.827078,9.806304696,1071.596811,10.81952103
,,,,,,,,1665.124093,28.61499733,1803.934835,13.69779557,1064.239735,5.228723007,1071.655164,7.884049538
,,,,,,,,1665.252999,19.1612116,1804.117121,15.59175607,1065.804981,6.366533006,1071.788058,11.6757267
,,,,,,,,1671.593394,24.24860113,1805.444651,10.45616957,1066.066378,7.914703473,1071.946525,6.387416298
,,,,,,,,1681.319637,25.58930979,1806.030366,25.25982878,1066.509631,7.841818307,1072.074694,10.44390663
,,,,,,,,1687.746911,52.23183037,1809.307165,16.25360772,1068.081989,5.939903179,1072.16556,10.375124
,,,,,,,,1692.723524,16.68409925,1810.468104,16.95479524,1068.523989,8.448984044,1072.524986,8.003944383
,,,,,,,,1693.239494,17.75884911,1813.34219,15.00646712,1068.701862,7.691671179,1073.422634,4.993527241
,,,,,,,,1693.926542,19.29138705,1815.026215,19.77527,1068.728662,13.20659079,1073.811231,5.949898998
,,,,,,,,1695.702138,25.77681871,1816.374539,23.92442154,1069.633583,11.49221545,1073.935495,8.304446571
,,,,,,,,1696.255708,47.16168245,1820.262394,33.7159666,1069.6795,7.79903694,1074.420804,8.733870979
,,,,,,,,1700.86389,30.28768192,1822.047301,13.67706379,1069.969617,5.246524216,1074.650621,9.149616174
,,,,,,,,1700.996539,18.32011689,1827.967537,12.92430058,1070.644769,7.906628011,1075.596274,8.040048983
,,,,,,,,1701.042347,21.12823624,1830.744812,16.78586632,1071.032703,5.945565793,1075.95297,6.631709508
,,,,,,,,1704.073688,15.35891405,1831.743163,13.27898466,1071.254645,7.551573866,1077.251065,6.200381629
,,,,,,,,1704.327913,14.82788795,1845.611428,13.22504113,1071.984488,6.959851756,1077.563516,6.30592103
,,,,,,,,1716.196578,13.01231907,1850.371705,59.78890428,1072.24018,6.784631891,1077.928006,18.0435579
,,,,,,,,1721.368955,18.71037804,1852.902806,22.39230999,1072.673751,7.953875309,1077.930272,5.615854452
,,,,,,,,1727.771269,22.69301054,1857.290001,14.12428487,1072.737971,6.607359714,1078.272871,7.455637578
,,,,,,,,1728.64298,20.10537898,1863.853673,11.49902309,1072.85765,6.401959978,1078.51697,16.13978039
,,,,,,,,1731.508776,18.94080018,1874.375383,23.219552,1073.889235,8.354301893,1078.546773,8.540785773
,,,,,,,,1733.544912,32.3810272,1877.231622,19.58252288,1075.543536,9.12650232,1078.70646,6.026216493
,,,,,,,,1735.173044,14.84723761,1881.151323,30.92086266,1075.809043,5.565784261,1078.912176,11.4116707
,,,,,,,,1735.822017,18.25725247,1883.443912,11.80892129,1076.533556,7.071702152,1078.952091,10.20432157
,,,,,,,,1737.154917,15.26599085,1893.414429,12.90000652,1076.636673,9.619620519,1079.432895,9.76548722
,,,,,,,,1745.234864,14.9995016,1897.532684,15.60466005,1076.750722,7.134330281,1079.446962,10.56010122
,,,,,,,,1745.3873,16.65418358,1904.367241,14.3060771,1076.773623,6.137503187,1081.415,8.179151915
,,,,,,,,1753.084186,20.84533065,1913.892408,20.83931052,1076.892498,6.465784476,1081.597412,9.479257737
,,,,,,,,1756.733925,20.5667942,1944.267332,152.4218369,1076.928866,17.29699711,1081.952858,10.71820093
,,,,,,,,1757.810164,13.97357328,1959.402136,12.79424443,1078.232219,6.308366803,1082.116544,9.981731476
,,,,,,,,1758.460108,14.47691712,1984.208316,11.59341778,1078.757708,10.12842509,1082.94327,7.981322761
,,,,,,,,1758.989281,25.96345281,1990.051857,13.65739469,1079.263661,5.426634615,1083.036595,10.80153944
,,,,,,,,1759.95306,37.05680807,1997.204612,15.14221849,1079.2917,13.18089126,1083.214146,10.60930939
,,,,,,,,1761.487499,32.07315894,2004.286497,61.32212244,1079.366119,9.96303246,1084.069191,7.399567529
,,,,,,,,1767.462239,12.38715852,2030.85304,12.68079998,1079.589696,4.945079992,1084.747091,15.5324532
,,,,,,,,1769.489414,15.28515917,2032.229418,14.96634805,1081.236033,7.084629405,1085.644334,8.708485912
,,,,,,,,1773.729265,18.91191606,2047.904838,12.30376128,1081.412802,6.673364511,1086.249645,10.55443663
,,,,,,,,1775.732073,28.70455877,2057.31626,16.16769879,1081.862988,11.60642352,1086.836113,10.35880952
,,,,,,,,1793.127234,16.0536147,2059.923324,13.17227102,1082.186764,6.380234975,1086.854022,9.783611412
,,,,,,,,1802.365709,13.58575558,2086.218299,14.08327041,1082.327943,6.895294633,1086.882042,7.699009876
,,,,,,,,1803.096122,13.34392941,2091.561424,16.20781487,1082.576374,8.34245927,1087.03007,7.209473341
,,,,,,,,1807.538035,18.71040289,2109.993738,19.73640788,1082.880817,7.345723263,1087.65373,7.571151921
,,,,,,,,1810.194205,12.06870885,2432.771464,28.37438879,1084.311727,8.599722896,1087.780529,7.879924047
,,,,,,,,1810.318165,97.12203223,2445.397515,14.11910435,1085.191547,10.23148301,1088.090145,8.090310659
,,,,,,,,1819.38543,16.32110075,2458.906788,23.84363712,1086.035138,7.237259322,1088.494619,7.205901092
,,,,,,,,1820.467798,17.5556165,2489.657553,31.48189646,1086.817684,8.96693958,1090.014137,9.016658103
,,,,,,,,1833.772678,16.10130964,2497.859662,14.51191317,1087.284066,10.03903689,1091.672125,8.221796839
,,,,,,,,1839.541736,20.03889566,2519.266502,17.56852327,1088.476288,10.21114307,1091.886027,8.625983911
,,,,,,,,1841.711796,17.58991315,2533.199114,11.89933847,1088.866498,6.295876998,1092.457806,8.897328234
,,,,,,,,1847.100611,12.95990592,2533.926369,9.67356707,1089.246761,8.021481169,1092.668909,7.919985614
,,,,,,,,1852.941998,23.63409958,2550.597901,9.838680946,1089.50454,10.62516656,1092.724868,9.036301154
,,,,,,,,1854.900341,21.71487242,2570.438904,13.34895345,1090.146271,5.162486816,1093.019204,8.083534034
,,,,,,,,1860.953286,85.82951978,2571.688558,9.59702361,1090.324957,8.652338461,1094.625931,12.70988481
,,,,,,,,1862.904932,60.66259278,2575.797134,12.66187373,1090.437857,13.08618766,1095.037253,7.851441008
,,,,,,,,1874.504492,18.71875119,2597.094516,13.43460349,1091.874812,8.604974799,1096.699224,12.1229697
,,,,,,,,1875.303632,15.49804631,2623.100096,18.53224294,1092.431937,13.67789871,1097.23359,10.70455477
,,,,,,,,1881.615214,11.40118733,2625.61426,11.02607725,1092.918341,7.583924316,1098.138892,9.031852529
,,,,,,,,1885.168861,22.28199744,2674.134293,9.12303049,1092.997853,8.185679459,1098.581844,7.326852213
,,,,,,,,1902.598161,37.87344575,2674.820862,25.90337198,1093.728967,11.19377115,1098.58723,7.572479959
,,,,,,,,1907.810841,16.13508158,2682.174703,11.41858549,1095.036217,8.798890324,1099.011013,6.473046938
,,,,,,,,1910.89289,19.16125581,2687.924066,11.74953343,1095.140885,8.154163103,1099.808657,8.101937751
,,,,,,,,1927.15682,43.95063663,2688.867429,12.5035353,1095.551344,6.351581202,1101.183626,7.003608495
,,,,,,,,1930.668924,17.80899803,2689.595756,10.16045225,1095.766869,15.02154571,1101.558676,6.823964194
,,,,,,,,1961.177182,100.424678,2691.525711,10.596276,1097.178239,8.80276873,1103.734983,8.81754575
,,,,,,,,1997.626104,13.06957757,2692.175814,12.61816347,1097.416688,7.088088664,1104.640826,7.11880976
,,,,,,,,2005.778593,39.27502408,2692.430544,18.09824609,1097.458798,10.0606909,1105.150536,8.698071731
,,,,,,,,2032.8433,26.49073627,2695.241632,9.443902895,1099.499888,12.02563137,1105.955737,12.8757742
,,,,,,,,2035.61488,23.11673869,2699.700453,12.37263273,1099.714652,12.83283122,1107.689035,6.62743918
,,,,,,,,2056.378043,14.71897459,2700.2538,11.35687613,1099.738929,13.77394456,1108.319826,8.13866809
,,,,,,,,2075.144715,12.6719145,2702.397875,10.55227471,1100.25549,5.997411031,1109.604089,8.170529629
,,,,,,,,2094.219967,23.3784199,2702.622002,14.4111685,1101.544738,33.03836596,1110.896003,9.022080649
,,,,,,,,2101.254137,27.70300253,2708.153942,11.37492686,1101.624364,6.208777284,1111.935094,8.71673642
,,,,,,,,2110.488905,24.69937661,2709.031014,12.00361901,1102.599631,6.710938638,1112.332412,9.265787218
,,,,,,,,2135.271636,26.36918527,2710.927085,14.53755411,1103.031617,7.418994311,1112.909428,7.693263914
,,,,,,,,2419.648317,18.63397707,2720.000629,14.78784559,1103.623475,6.492971547,1112.911565,7.989545149
,,,,,,,,2430.437309,14.18633083,2728.756005,16.56584412,1104.289461,7.441731438,1114.518863,12.73546154
,,,,,,,,2470.457804,15.23438457,2730.718988,31.25110558,1104.621296,8.513858702,1115.767952,6.404045603
,,,,,,,,2480.477925,10.99462484,2730.965605,15.91738295,1104.695318,6.542028389,1118.778045,8.790659494
,,,,,,,,2540.870431,12.59559677,2739.416046,12.28138008,1105.152303,11.56980842,1119.13687,7.060436997
,,,,,,,,2542.719617,49.41802472,2741.605342,10.24794543,1105.684239,7.263089854,1119.251238,7.365957549
,,,,,,,,2564.618417,23.04072707,2743.486123,14.72492977,1105.718185,7.854040814,1119.366263,12.55879406
,,,,,,,,2628.060863,11.72469245,2743.589622,11.36911796,1106.048704,11.85864665,1120.136904,8.609213887
,,,,,,,,2628.382471,13.26713395,2749.026538,10.56643908,1107.998951,10.57359624,1123.728333,7.292415426
,,,,,,,,2660.815671,11.83772498,2786.995688,32.71263596,1108.095313,11.26575225,1125.693006,8.136806928
,,,,,,,,2690.304786,12.13499289,2821.293789,11.44543354,1108.896163,6.241434103,1125.8347,10.75473009
,,,,,,,,2690.312029,10.32878004,2855.8723,11.81287378,1110.94281,8.297545584,1126.217805,7.384483454
,,,,,,,,2696.954662,15.21585467,2883.056852,18.51392643,1110.943761,10.40126856,1126.47905,12.34083932
,,,,,,,,2698.872763,14.19117116,2935.254209,16.19411203,1111.772149,6.730666475,1131.264807,13.19066134
,,,,,,,,2705.945974,13.62650929,3222.627013,10.73028995,1113.760647,9.767237132,1131.671398,9.665321832
,,,,,,,,2707.621623,14.72059547,3225.008559,13.66294894,1113.934225,14.29255538,1131.735223,12.88267803
,,,,,,,,2709.159654,13.14401039,,,1115.08371,8.51693612,1131.834915,8.832521792
,,,,,,,,2712.714454,15.8563405,,,1117.456589,7.12420191,1132.419132,10.50442075
,,,,,,,,2720.300577,13.13279001,,,1118.006712,10.85033855,1132.657539,6.890307973
,,,,,,,,2722.684732,20.62002427,,,1119.27894,16.78376759,1134.000045,19.10954036
,,,,,,,,2726.466815,13.50601924,,,1120.239349,7.10546062,1134.701273,8.376762032
,,,,,,,,2728.362939,11.79520609,,,1120.321543,8.668358775,1136.454849,6.081898616
,,,,,,,,2734.670711,12.87317008,,,1122.042127,13.40119546,1137.790447,7.77832435
,,,,,,,,2736.439459,16.86588399,,,1122.613082,8.538535859,1139.170709,8.366098455
,,,,,,,,2741.338731,20.618261,,,1123.371287,8.04130096,1139.918246,7.79183458
,,,,,,,,2741.403782,11.23080681,,,1124.563394,6.459495967,1140.530692,6.495895742
,,,,,,,,2753.470278,10.13562159,,,1126.054787,9.899232191,1140.910883,8.935181508
,,,,,,,,2778.711278,11.888041,,,1126.686621,6.8486352,1142.234531,7.631846067
,,,,,,,,2793.233092,15.26785185,,,1129.257699,9.526674795,1142.632584,7.628934562
,,,,,,,,2795.972498,15.02414255,,,1129.542804,8.650680825,1144.966345,9.11734874
,,,,,,,,2819.111969,15.93302151,,,1130.739737,8.745120357,1146.467867,9.119919643
,,,,,,,,2828.321111,24.17988703,,,1132.785455,11.87307344,1148.251705,9.740847193
,,,,,,,,2829.006905,15.52948931,,,1134.43042,6.714829884,1148.33253,7.468221218
,,,,,,,,2971.357542,30.95275535,,,1134.56765,12.09912933,1149.195268,6.505811674
,,,,,,,,3264.388537,12.40522268,,,1137.021233,7.658373371,1149.796344,6.822900875
,,,,,,,,,,,,1137.460779,7.776839081,1150.079594,11.18219724
,,,,,,,,,,,,1137.987394,10.59982409,1151.947071,9.341564032
,,,,,,,,,,,,1138.225074,7.24430118,1152.372976,7.671869018
,,,,,,,,,,,,1138.692845,7.445501546,1154.864027,9.593644929
,,,,,,,,,,,,1139.448549,7.87947543,1157.298597,7.490986507
,,,,,,,,,,,,1139.829961,7.044223356,1158.81826,26.71452095
,,,,,,,,,,,,1142.323031,9.573981834,1159.415142,7.091207701
,,,,,,,,,,,,1143.133022,7.874911914,1160.093427,6.134934937
,,,,,,,,,,,,1143.959,7.527086208,1160.958984,7.904961992
,,,,,,,,,,,,1144.187328,7.176295094,1163.216351,9.334879975
,,,,,,,,,,,,1144.214297,12.71536537,1163.456046,17.87202028
,,,,,,,,,,,,1145.094612,7.503946657,1165.42212,7.325850053
,,,,,,,,,,,,1145.125582,7.641585941,1166.374854,7.029858405
,,,,,,,,,,,,1145.372143,9.312897967,1166.415026,7.980293106
,,,,,,,,,,,,1146.088136,9.929083899,1169.755976,7.099793711
,,,,,,,,,,,,1146.253455,22.71999266,1170.701767,6.979552379
,,,,,,,,,,,,1146.682311,9.023688754,1171.988021,7.717788277
,,,,,,,,,,,,1146.716914,6.906145981,1175.259487,8.781007733
,,,,,,,,,,,,1148.732451,7.799633822,1175.775973,6.782518904
,,,,,,,,,,,,1148.936601,10.09575165,1179.599802,9.113226443
,,,,,,,,,,,,1150.22618,9.539016224,1182.018089,8.265830102
,,,,,,,,,,,,1150.25333,11.16250139,1182.661791,10.91030849
,,,,,,,,,,,,1150.965257,8.713592201,1184.883016,8.767739404
,,,,,,,,,,,,1151.170462,7.810463442,1185.365485,9.51362837
,,,,,,,,,,,,1151.29669,34.36558195,1185.803358,6.8728517
,,,,,,,,,,,,1152.168618,5.419245311,1191.113285,6.545043128
,,,,,,,,,,,,1152.844184,9.003278346,1191.449795,9.555053546
,,,,,,,,,,,,1154.280001,10.58551106,1192.017424,7.02437481
,,,,,,,,,,,,1154.827697,7.300291509,1192.854249,9.300137269
,,,,,,,,,,,,1155.320355,9.829069303,1194.04026,7.762961781
,,,,,,,,,,,,1155.369004,6.477772084,1196.897193,18.77001973
,,,,,,,,,,,,1156.647608,5.940803684,1201.417496,33.52246717
,,,,,,,,,,,,1161.738747,7.508508867,1202.533598,55.54754714
,,,,,,,,,,,,1163.460807,8.258481534,1203.183874,45.50961746
,,,,,,,,,,,,1164.251936,7.972247729,1207.509179,53.74544665
,,,,,,,,,,,,1165.534018,8.381167424,1210.045394,72.18934399
,,,,,,,,,,,,1166.469027,7.198919222,1210.075711,25.82016204
,,,,,,,,,,,,1167.161675,9.404481035,1211.96041,13.45081888
,,,,,,,,,,,,1169.164966,6.610175272,1218.068609,8.095491785
,,,,,,,,,,,,1170.672518,8.287151679,1218.335244,80.00322802
,,,,,,,,,,,,1170.909515,7.935944741,1218.741132,31.76859762
,,,,,,,,,,,,1172.276592,6.571993973,1223.223842,67.97019146
,,,,,,,,,,,,1173.397997,7.267683656,1224.724809,36.73592529
,,,,,,,,,,,,1174.493889,15.75123391,1241.410928,15.42520093
,,,,,,,,,,,,1174.588169,32.82679607,1245.269396,39.26433686
,,,,,,,,,,,,1179.623505,8.81269884,1250.288369,169.9316175
,,,,,,,,,,,,1180.730864,8.077147651,1254.12437,12.0477588
,,,,,,,,,,,,1182.47262,8.567211413,1256.043956,33.57783102
,,,,,,,,,,,,1182.959609,6.740219656,1265.33713,115.5306021
,,,,,,,,,,,,1185.237075,9.068377478,1269.197882,28.14329069
,,,,,,,,,,,,1186.516454,7.143173318,1276.910347,48.49566089
,,,,,,,,,,,,1186.654017,6.004664706,1277.165168,60.14558624
,,,,,,,,,,,,1191.658247,7.400402018,1278.639654,136.20386
,,,,,,,,,,,,1198.869414,13.5300971,1289.018131,46.93114373
,,,,,,,,,,,,1200.500078,7.845118662,1291.793151,45.84032344
,,,,,,,,,,,,1204.805093,51.19107941,1296.44094,24.81093695
,,,,,,,,,,,,1209.564849,15.85621189,1302.745028,99.2219748
,,,,,,,,,,,,1210.46149,7.521500026,1303.144552,64.75808323
,,,,,,,,,,,,1215.507078,7.139767785,1303.494671,120.2227485
,,,,,,,,,,,,1216.355873,46.18330382,1313.308537,29.4666369
,,,,,,,,,,,,1223.878787,76.67534184,1315.976125,10.85796539
,,,,,,,,,,,,1224.609077,17.4606589,1319.670543,41.72055288
,,,,,,,,,,,,1226.425198,53.04470526,1323.703702,16.69520742
,,,,,,,,,,,,1226.579915,21.8151566,1326.327212,22.05423625
,,,,,,,,,,,,1229.908943,130.4681558,1326.547796,37.95021269
,,,,,,,,,,,,1233.549032,18.84233458,1331.4878,41.89206148
,,,,,,,,,,,,1237.905211,71.70133767,1331.818217,23.0779465
,,,,,,,,,,,,1238.462179,26.22158729,1334.720408,37.77590426
,,,,,,,,,,,,1239.46191,29.5108535,1334.810379,29.48889408
,,,,,,,,,,,,1242.486902,19.89982882,1335.787855,71.85486198
,,,,,,,,,,,,1243.404004,20.37970036,1335.986398,79.85615241
,,,,,,,,,,,,1245.630358,76.3786589,1343.143696,114.0474819
,,,,,,,,,,,,1246.768393,15.44989619,1353.711671,24.76674158
,,,,,,,,,,,,1250.284836,60.49249011,1354.45791,69.1482637
,,,,,,,,,,,,1258.332194,62.92131468,1355.592849,42.0668945
,,,,,,,,,,,,1265.051859,13.92741935,1357.402306,13.03133684
,,,,,,,,,,,,1265.386833,18.63400843,1362.744976,25.08019976
,,,,,,,,,,,,1266.693246,75.37042373,1363.105688,37.67591155
,,,,,,,,,,,,1268.144905,171.0400629,1365.59459,61.44051067
,,,,,,,,,,,,1268.174154,82.03809703,1366.698791,95.66870066
,,,,,,,,,,,,1272.373423,61.76749444,1367.821086,26.55039532
,,,,,,,,,,,,1278.64799,13.65539346,1368.471183,57.22525711
,,,,,,,,,,,,1283.115349,65.17428768,1380.479552,54.60723651
,,,,,,,,,,,,1284.258099,40.76566349,1382.897066,40.78757664
,,,,,,,,,,,,1287.884734,42.3031675,1384.774723,18.08334143
,,,,,,,,,,,,1288.37005,13.35756292,1386.60484,14.46057938
,,,,,,,,,,,,1290.06797,23.52243952,1388.530871,22.52354012
,,,,,,,,,,,,1301.652363,91.6814749,1390.488528,60.7179479
,,,,,,,,,,,,1304.401841,71.14671104,1392.449773,63.90535849
,,,,,,,,,,,,1306.599467,74.96023481,1393.101706,35.81483199
,,,,,,,,,,,,1306.604481,33.43116048,1399.783984,74.93411675
,,,,,,,,,,,,1307.685568,36.13561443,1400.00192,81.06430919
,,,,,,,,,,,,1308.473259,31.52667448,1400.469128,48.35943391
,,,,,,,,,,,,1310.291469,28.61183795,1402.767449,135.4451942
,,,,,,,,,,,,1313.165607,32.4339548,1403.326163,23.39845961
,,,,,,,,,,,,1325.453718,19.25198971,1406.972465,36.72996797
